scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
1618,0.12,0.5,0.25,0.2,0.1,79.69276285,76.45269203,79.69276285,26.03296925,26.02636147,25.97473705,1.015152794,1.017061619,1.013717282
1619,0.12,0.5,0.25,0.2,0.11,78.09414101,74.79833317,79.69276285,25.87519152,25.86810842,25.83414449,1.009000269,1.010877385,1.008230369
1620,0.12,0.5,0.25,0.2,0.12,76.54927635,73.21847904,79.69276285,25.72055685,25.71306686,25.69355192,1.002970307,1.00481865,1.002743456
1621,0.12,0.5,0.25,0.25,0,99.32467604,99.32467604,75.7962122,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1622,0.12,0.5,0.25,0.25,0.001,99.02981138,98.8688049,75.7962122,27.78611488,27.78610386,27.36308866,1.083516517,1.085829066,1.067900545
1623,0.12,0.5,0.25,0.25,0.002,98.73643458,98.42024993,75.7962122,27.76139413,27.76135135,27.34551459,1.082552534,1.084861784,1.067214681
1624,0.12,0.5,0.25,0.25,0.003,98.4445343,97.97872543,75.7962122,27.73674654,27.73665315,27.32794052,1.081591404,1.083896624,1.066528817
1625,0.12,0.5,0.25,0.25,0.004,98.15408707,97.54396058,75.7962122,27.71217175,27.71201056,27.31036645,1.080633112,1.082933638,1.065842953
1626,0.12,0.5,0.25,0.25,0.005,97.86510277,97.11569977,75.7962122,27.68766938,27.68742478,27.29279238,1.079677645,1.081972872,1.065157089
1627,0.12,0.5,0.25,0.25,0.006,97.57756239,96.69369936,75.7962122,27.66323907,27.66289686,27.27521831,1.078724988,1.081014366,1.064471225
1628,0.12,0.5,0.25,0.25,0.007,97.29145122,96.27775192,75.7962122,27.63888048,27.63842773,27.25764424,1.077775127,1.080058158,1.063785361
1629,0.12,0.5,0.25,0.25,0.008,97.00676721,95.86763477,75.7962122,27.61459323,27.61401822,27.24007016,1.076828048,1.07910428,1.063099497
1630,0.12,0.5,0.25,0.25,0.009,96.72349644,95.46316528,75.7962122,27.59037698,27.58966907,27.22249609,1.075883738,1.078152761,1.062413632
1631,0.12,0.5,0.25,0.25,0.01,96.44162798,95.0641346,75.7962122,27.56623136,27.56538091,27.20492202,1.074942183,1.077203625,1.061727768
1632,0.12,0.5,0.25,0.25,0.011,96.16115189,94.67038727,75.7962122,27.54215605,27.54115433,27.18734795,1.074003368,1.076256895,1.061041904
1633,0.12,0.5,0.25,0.25,0.012,95.88205814,94.28175735,75.7962122,27.51815067,27.51698983,27.16977388,1.073067282,1.075312592,1.06035604
1634,0.12,0.5,0.25,0.25,0.013,95.60434341,93.89807892,75.7962122,27.4942149,27.49288784,27.15219981,1.072133909,1.074370731,1.059670176
1635,0.12,0.5,0.25,0.25,0.014,95.32798769,93.519207,75.7962122,27.47034839,27.46884874,27.13462574,1.071203237,1.073431328,1.058984312
1636,0.12,0.5,0.25,0.25,0.015,95.05298615,93.14500237,75.7962122,27.4465508,27.44487285,27.11705167,1.070275252,1.072494395,1.058298448
1637,0.12,0.5,0.25,0.25,0.02,93.69800186,91.33949089,75.7962122,27.32858487,27.32594986,27.02918131,1.065675184,1.067847107,1.054869127
1638,0.12,0.5,0.25,0.25,0.025,92.3755312,89.63300896,75.7962122,27.21229224,27.20863262,26.94131096,1.061140365,1.063262568,1.051439807
1639,0.12,0.5,0.25,0.25,0.03,91.08448124,88.01393509,75.7962122,27.09763295,27.09292347,26.8534406,1.056669239,1.05874087,1.048010487
1640,0.12,0.5,0.25,0.25,0.035,89.82380676,86.47281647,75.7962122,26.98456838,26.97881281,26.76557025,1.052260298,1.054281639,1.044581166
1641,0.12,0.5,0.25,0.25,0.04,88.59250641,85.00184631,75.7962122,26.87306119,26.86628321,26.67769989,1.047912088,1.049884192,1.041151846
1642,0.12,0.5,0.25,0.25,0.045,87.3896322,83.59446335,75.7962122,26.76307526,26.75531201,26.58982954,1.043623198,1.045547645,1.037722525
1643,0.12,0.5,0.25,0.25,0.05,86.2142601,82.24508286,75.7962122,26.65457565,26.64587311,26.50195918,1.039392268,1.041270977,1.034293205
1644,0.12,0.5,0.25,0.25,0.06,83.94254309,79.70180607,75.7962122,26.44190113,26.43147823,26.32621847,1.031099048,1.032892825,1.027434564
1645,0.12,0.5,0.25,0.25,0.07,81.77074432,77.3406458,75.7962122,26.23477968,26.22286112,26.15047776,1.02302237,1.024740458,1.020575923
1646,0.12,0.5,0.25,0.25,0.08,79.69276261,75.13726807,75.7962122,26.03296925,26.01977933,25.97473705,1.015152794,1.016804401,1.013717282
1647,0.12,0.5,0.25,0.25,0.09,77.70298374,73.07231523,75.7962122,25.83624238,25.82199439,25.79899634,1.007481451,1.009075335,1.006858641
1648,0.12,0.5,0.25,0.25,0.1,75.7962122,71.1300683,75.7962122,25.64438516,25.62927623,25.62325563,1,1.001544268,1
1649,0.12,0.5,0.25,0.25,0.11,73.96763992,69.29752731,75.7962122,25.45719616,25.44140515,25.44751492,0.992700585,0.994202618,0.993141359
1650,0.12,0.5,0.25,0.25,0.12,72.21281624,67.56378555,75.7962122,25.27448551,25.25817271,25.27177421,0.985575804,0.987042236,0.986282718
1651,0.12,0.5,0.25,0.5,0,99.32467604,99.32467604,60.38936713,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1652,0.12,0.5,0.25,0.5,0.001,73.23067945,73.21888071,60.38936713,27.43404329,27.43371239,27.34551459,1.069787523,1.072058265,1.067214681
1653,0.12,0.5,0.25,0.5,0.002,73.20427622,73.1568806,60.38936713,27.39670038,27.39539185,27.31036645,1.068331341,1.07056077,1.065842953
1654,0.12,0.5,0.25,0.5,0.003,73.17788917,73.0710709,60.38936713,27.35938332,27.35647909,27.27521831,1.066876166,1.069040132,1.064471225
1655,0.12,0.5,0.25,0.5,0.004,73.15151829,72.96178579,60.38936713,27.32209208,27.31701007,27.24007016,1.065421998,1.067497756,1.063099497
1656,0.12,0.5,0.25,0.5,0.005,73.12516356,72.82970226,60.38936713,27.28482665,27.27702699,27.20492202,1.063968837,1.065935292,1.061727768
1657,0.12,0.5,0.25,0.5,0.006,73.09882496,72.67580032,60.38936713,27.24758701,27.23657685,27.16977388,1.062516681,1.064354576,1.06035604
1658,0.12,0.5,0.25,0.5,0.007,73.07250248,72.50131083,60.38936713,27.21037311,27.19570988,27.13462574,1.061065529,1.062757571,1.058984312
1659,0.12,0.5,0.25,0.5,0.008,73.04619612,72.30765536,60.38936713,27.17318496,27.15447802,27.0994776,1.059615381,1.061146307,1.057612584
1660,0.12,0.5,0.25,0.5,0.009,73.01990585,72.09638304,60.38936713,27.13602251,27.11293342,27.06432945,1.058166236,1.059522822,1.056240856
1661,0.12,0.5,0.25,0.5,0.01,72.99363166,71.86910915,60.38936713,27.09888576,27.07112712,27.02918131,1.056718092,1.05788911,1.054869127
1662,0.12,0.5,0.25,0.5,0.011,72.96737355,71.62746441,60.38936713,27.06177467,27.02910814,26.99403317,1.055270949,1.056247086,1.053497399
1663,0.12,0.5,0.25,0.5,0.012,72.94113149,71.37305352,60.38936713,27.02468922,26.9869227,26.95888503,1.053824806,1.054598558,1.052125671
1664,0.12,0.5,0.25,0.5,0.013,72.91490546,71.10741431,60.38936713,26.98762938,26.94461361,26.92373689,1.052379662,1.052945198,1.050753943
1665,0.12,0.5,0.25,0.5,0.014,72.88869546,70.83200824,60.38936713,26.95059515,26.90222033,26.88858874,1.050935516,1.051288548,1.049382215
1666,0.12,0.5,0.25,0.5,0.015,72.86250147,70.54818726,60.38936713,26.91358648,26.85977844,26.8534406,1.049492367,1.049629998,1.048010487
1667,0.12,0.5,0.25,0.5,0.02,72.73177125,69.04272282,60.38936713,26.72892594,26.6478465,26.67769989,1.042291549,1.041348093,1.041151846
1668,0.12,0.5,0.25,0.5,0.025,72.60143927,67.46989393,60.38936713,26.54490123,26.43821711,26.50195918,1.035115526,1.033156168,1.034293205
1669,0.12,0.5,0.25,0.5,0.03,72.47150382,65.89502144,60.38936713,26.36150952,26.23236275,26.32621847,1.027964186,1.025111764,1.027434564
1670,0.12,0.5,0.25,0.5,0.035,72.34196322,64.35163116,60.38936713,26.17874794,26.03095935,26.15047776,1.020837418,1.017241295,1.020575923
1671,0.12,0.5,0.25,0.5,0.04,72.21281575,62.85586739,60.38936713,25.99661367,25.83426585,25.97473705,1.013735112,1.00955488,1.013717282
1672,0.12,0.5,0.25,0.5,0.045,72.08405975,61.41463566,60.38936713,25.8151039,25.64232548,25.79899634,1.006657158,1.002054209,1.006858641
1673,0.12,0.5,0.25,0.5,0.05,71.95569353,60.03000253,60.38936713,25.63421582,25.45507124,25.62325563,0.999603448,0.994736663,1
1674,0.12,0.5,0.25,0.5,0.06,71.7001238,57.42734146,60.38936713,25.27429364,25.09410277,25.27177421,0.985568322,0.980630689,0.986282718
1675,0.12,0.5,0.25,0.5,0.07,68.90818405,55.03230666,60.38936713,24.92179266,24.75014552,24.92029279,0.971822584,0.967189482,0.972565436
1676,0.12,0.5,0.25,0.5,0.08,65.85264969,52.82388496,60.38936713,24.58498874,24.42191731,24.56881137,0.958688952,0.954362936,0.958848154
1677,0.12,0.5,0.25,0.5,0.09,63.02050492,50.78155613,60.38936713,24.26289404,24.10820729,24.21732995,0.946128905,0.942103734,0.945130873
1678,0.12,0.5,0.25,0.5,0.1,60.38936713,48.88691735,60.38936713,23.95444885,23.80791199,23.86584853,0.934101118,0.930368754,0.931413591
1679,0.12,0.5,0.25,0.5,0.11,57.93966864,47.12393185,60.38936713,23.65869811,23.52003783,23.51436711,0.92256835,0.91911917,0.917696309
1680,0.12,0.5,0.25,0.5,0.12,55.65423566,45.47875404,60.38936713,23.3747785,23.24369302,23.16288569,0.911496936,0.90832013,0.903979027
1681,0.12,0.5,0.5,0.125,0,99.32467604,99.32467604,86.21426016,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1682,0.12,0.5,0.5,0.125,0.001,99.17705726,99.16716099,86.21426016,27.79850281,27.79850277,27.3718757,1.083999583,1.086313592,1.068243477
1683,0.12,0.5,0.5,0.125,0.002,99.02981371,99.01012802,86.21426016,27.78611488,27.78611472,27.36308866,1.083516517,1.08582949,1.067900545
1684,0.12,0.5,0.5,0.125,0.003,98.88293791,98.85356903,86.21426016,27.77374534,27.77374497,27.35430163,1.083034168,1.085346104,1.067557613
1685,0.12,0.5,0.5,0.125,0.004,98.73643351,98.69748685,86.21426016,27.76139413,27.76139349,27.34551459,1.082552534,1.084863431,1.067214681
1686,0.12,0.5,0.5,0.125,0.005,98.59029591,98.54187775,86.21426016,27.74906122,27.74906021,27.33672756,1.082071613,1.084381469,1.066871749
1687,0.12,0.5,0.5,0.125,0.006,98.4445343,98.38674164,86.21426016,27.73674654,27.73674511,27.32794052,1.081591404,1.083900218,1.066528817
1688,0.12,0.5,0.5,0.125,0.007,98.29912579,98.2320652,86.21426016,27.72445007,27.72444813,27.31915348,1.081111904,1.083419675,1.066185885
1689,0.12,0.5,0.5,0.125,0.008,98.15409136,98.0778532,86.21426016,27.71217175,27.71216924,27.31036645,1.080633112,1.082939839,1.065842953
1690,0.12,0.5,0.5,0.125,0.009,98.0094161,97.92411043,86.21426016,27.69991153,27.69990838,27.30157941,1.080155026,1.082460708,1.065500021
1691,0.12,0.5,0.5,0.125,0.01,97.86510563,97.77082634,86.21426016,27.68766938,27.68766552,27.29279238,1.079677645,1.081982279,1.065157089
1692,0.12,0.5,0.5,0.125,0.011,97.72115302,97.61800003,86.21426016,27.67544524,27.67544061,27.28400534,1.079200966,1.081504553,1.064814157
1693,0.12,0.5,0.5,0.125,0.012,97.57756424,97.46562386,86.21426016,27.66323907,27.66323361,27.27521831,1.078724988,1.081027526,1.064471225
1694,0.12,0.5,0.5,0.125,0.013,97.43432906,97.31370926,86.21426016,27.65105083,27.65104447,27.26643127,1.078249709,1.080551197,1.064128293
1695,0.12,0.5,0.5,0.125,0.014,97.29145097,97.16224277,86.21426016,27.63888048,27.63887316,27.25764424,1.077775127,1.080075565,1.063785361
1696,0.12,0.5,0.5,0.125,0.015,97.1489315,97.01123047,86.21426016,27.62672796,27.62671962,27.2488572,1.077301241,1.079600627,1.063442429
1697,0.12,0.5,0.5,0.125,0.02,96.44162774,96.26282126,86.21426016,27.56623136,27.56621714,27.20492202,1.074942183,1.077236303,1.061727768
1698,0.12,0.5,0.5,0.125,0.025,95.74302649,95.52533734,86.21426016,27.50617411,27.50615275,27.16098685,1.072600257,1.074889099,1.060013108
1699,0.12,0.5,0.5,0.125,0.03,95.05298852,94.79851532,86.21426016,27.4465508,27.44652124,27.11705167,1.070275252,1.072558811,1.058298448
1700,0.12,0.5,0.5,0.125,0.035,94.37136653,94.08212277,86.21426016,27.38735612,27.38731746,27.07311649,1.067966962,1.070245238,1.056583788
1701,0.12,0.5,0.5,0.125,0.04,93.69800517,93.37591743,86.21426016,27.32858487,27.32853634,27.02918131,1.065675184,1.067948181,1.054869127
1702,0.12,0.5,0.5,0.125,0.045,93.03277206,92.67966461,86.21426016,27.27023192,27.27017286,26.98524614,1.063399717,1.065667446,1.053154467
1703,0.12,0.5,0.5,0.125,0.05,92.37553406,91.99314213,86.21426016,27.21229224,27.21222213,26.94131096,1.061140365,1.063402839,1.051439807
1704,0.12,0.5,0.5,0.125,0.06,91.08447838,90.64845085,86.21426016,27.09763295,27.09753955,26.8534406,1.056669239,1.058921258,1.048010487
1705,0.12,0.5,0.5,0.125,0.07,89.82380676,89.34020233,86.21426016,26.98456838,26.98445069,26.76557025,1.052260298,1.054501957,1.044581166
1706,0.12,0.5,0.5,0.125,0.08,88.59250641,88.06685066,86.21426016,26.87306119,26.8729188,26.67769989,1.047912088,1.050143499,1.041151846
1707,0.12,0.5,0.5,0.125,0.09,87.38963413,86.82696056,86.21426016,26.76307526,26.76290823,26.58982954,1.043623198,1.045844491,1.037722525
1708,0.12,0.5,0.5,0.125,0.1,86.21426016,85.61916351,86.21426016,26.65457565,26.65438441,26.50195918,1.039392268,1.041603582,1.034293205
1709,0.12,0.5,0.5,0.125,0.11,85.06551176,84.44218469,86.21426016,26.54752852,26.54731381,26.41408883,1.035217977,1.037419463,1.030863884
1710,0.12,0.5,0.5,0.125,0.12,83.94254303,83.29480791,86.21426016,26.44190113,26.44166392,26.32621847,1.031099048,1.033290863,1.027434564
1711,0.12,0.5,0.5,0.2,0,99.32467604,99.32467604,79.69276428,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1712,0.12,0.5,0.5,0.2,0.001,99.08866692,99.05969048,79.69276428,27.79106785,27.79106749,27.36660348,1.083709657,1.086023035,1.068037718
1713,0.12,0.5,0.5,0.2,0.002,98.85360721,98.79615784,79.69276428,27.77127363,27.77127223,27.35254422,1.082937784,1.085249473,1.067489027
1714,0.12,0.5,0.5,0.2,0.003,98.61949921,98.53407288,79.69276428,27.75152634,27.75152322,27.33848496,1.08216774,1.084477719,1.066940335
1715,0.12,0.5,0.5,0.2,0.004,98.38632584,98.27341652,79.69276428,27.73182577,27.73182029,27.32442571,1.081399519,1.083707765,1.066391644
1716,0.12,0.5,0.5,0.2,0.005,98.15409088,98.01417494,79.69276428,27.71217175,27.71216329,27.31036645,1.080633112,1.082939607,1.065842953
1717,0.12,0.5,0.5,0.2,0.006,97.92278671,97.75633621,79.69276428,27.69256407,27.69255206,27.29630719,1.079868513,1.082173236,1.065294262
1718,0.12,0.5,0.5,0.2,0.007,97.69240764,97.49988568,79.69276428,27.67300257,27.67298643,27.28224793,1.079105714,1.081408648,1.06474557
1719,0.12,0.5,0.5,0.2,0.008,97.46295166,97.2448045,79.69276428,27.65348705,27.65346624,27.26818868,1.078344709,1.080645835,1.064196879
1720,0.12,0.5,0.5,0.2,0.009,97.23440456,96.99109077,79.69276428,27.63401733,27.63399134,27.25412942,1.077585489,1.079884793,1.063648188
1721,0.12,0.5,0.5,0.2,0.01,97.00676721,96.73872948,79.69276428,27.61459323,27.61456155,27.24007016,1.076828048,1.079125513,1.063099497
1722,0.12,0.5,0.5,0.2,0.011,96.78003621,96.4877007,79.69276428,27.59521456,27.59517673,27.22601091,1.07607238,1.07836799,1.062550805
1723,0.12,0.5,0.5,0.2,0.012,96.55420685,96.23799992,79.69276428,27.57588115,27.57583671,27.21195165,1.075318475,1.077612218,1.062002114
1724,0.12,0.5,0.5,0.2,0.013,96.32926941,95.98961639,79.69276428,27.55659282,27.55654133,27.19789239,1.074566329,1.076858191,1.061453423
1725,0.12,0.5,0.5,0.2,0.014,96.10522032,95.74252415,79.69276428,27.53734939,27.53729043,27.18383314,1.073815933,1.076105902,1.060904731
1726,0.12,0.5,0.5,0.2,0.015,95.88205904,95.49672794,79.69276428,27.51815067,27.51808386,27.16977388,1.073067282,1.075355344,1.06035604
1727,0.12,0.5,0.5,0.2,0.02,94.77933598,94.28666878,79.69276428,27.42282178,27.42271031,27.0994776,1.069349942,1.071628324,1.057612584
1728,0.12,0.5,0.5,0.2,0.025,93.69800711,93.10715485,79.69276428,27.32858487,27.32842128,27.02918131,1.065675184,1.067943685,1.054869127
1729,0.12,0.5,0.5,0.2,0.03,92.63747883,91.9568938,79.69276428,27.23541884,27.23519741,26.95888503,1.062042184,1.06430067,1.052125671
1730,0.12,0.5,0.5,0.2,0.035,91.59719847,90.83465195,79.69276428,27.14330316,27.14301965,26.88858874,1.058450144,1.060698535,1.049382215
1731,0.12,0.5,0.5,0.2,0.04,90.57662106,89.73929501,79.69276428,27.05221787,27.05186927,26.81829246,1.054898283,1.057136549,1.046638758
1732,0.12,0.5,0.5,0.2,0.045,89.57522631,88.6697557,79.69276428,26.96214352,26.96172788,26.74799618,1.051385843,1.053613992,1.043895302
1733,0.12,0.5,0.5,0.2,0.05,88.59250641,87.62501904,79.69276428,26.87306119,26.87257746,26.67769989,1.047912088,1.05013016,1.041151846
1734,0.12,0.5,0.5,0.2,0.06,86.6811657,85.60622025,79.69276428,26.69779933,26.69717909,26.53710733,1.04107777,1.043275919,1.035664933
1735,0.12,0.5,0.5,0.2,0.07,84.83888048,83.67594054,79.69276428,26.52629049,26.52553699,26.39651476,1.034389802,1.036568466,1.03017802
1736,0.12,0.5,0.5,0.2,0.08,83.06218433,81.82796001,79.69276428,26.35840008,26.3575197,26.25592219,1.027842934,1.030002664,1.024691107
1737,0.12,0.5,0.5,0.2,0.09,81.347826,80.05669355,79.69276428,26.1940002,26.19300141,26.11532962,1.021432178,1.023573596,1.019204195
1738,0.12,0.5,0.5,0.2,0.1,79.69276428,78.35709381,79.69276428,26.03296925,26.03186179,25.97473705,1.015152794,1.017276561,1.013717282
1739,0.12,0.5,0.5,0.2,0.11,78.09413934,76.72461367,79.69276428,25.87519152,25.87398586,25.83414449,1.009000269,1.011107064,1.008230369
1740,0.12,0.5,0.5,0.2,0.12,76.54927826,75.15509033,79.69276428,25.72055685,25.71926371,25.69355192,1.002970307,1.005060811,1.002743456
1741,0.12,0.5,0.5,0.25,0,99.32467604,99.32467604,75.79621315,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1742,0.12,0.5,0.5,0.25,0.001,99.02981567,98.97954607,75.79621315,27.78611488,27.78611381,27.36308866,1.083516517,1.085829455,1.067900545
1743,0.12,0.5,0.5,0.25,0.002,98.73643351,98.63706017,75.79621315,27.76139413,27.76138991,27.34551459,1.082552534,1.084863291,1.067214681
1744,0.12,0.5,0.5,0.25,0.003,98.4445343,98.29717278,75.79621315,27.73674654,27.73673721,27.32794052,1.081591404,1.08389991,1.066528817
1745,0.12,0.5,0.5,0.25,0.004,98.15409136,97.95985031,75.79621315,27.71217175,27.71215545,27.31036645,1.080633112,1.0829393,1.065842953
1746,0.12,0.5,0.5,0.25,0.005,97.86510277,97.62505341,75.79621315,27.68766938,27.68764435,27.29279238,1.079677645,1.081981452,1.065157089
1747,0.12,0.5,0.5,0.25,0.006,97.57756233,97.29275134,75.79621315,27.66323907,27.66320366,27.27521831,1.078724988,1.081026356,1.064471225
1748,0.12,0.5,0.5,0.25,0.007,97.29145408,96.96290588,75.79621315,27.63888048,27.63883311,27.25764424,1.077775127,1.080074,1.063785361
1749,0.12,0.5,0.5,0.25,0.008,97.00676721,96.63548636,75.79621315,27.61459323,27.61453242,27.24007016,1.076828048,1.079124374,1.063099497
1750,0.12,0.5,0.5,0.25,0.009,96.72349548,96.31045581,75.79621315,27.59037698,27.59030132,27.22249609,1.075883738,1.078177468,1.062413632
1751,0.12,0.5,0.5,0.25,0.01,96.44162763,95.98778152,75.79621315,27.56623136,27.56613955,27.20492202,1.074942183,1.077233271,1.061727768
1752,0.12,0.5,0.5,0.25,0.011,96.16114998,95.66743469,75.79621315,27.54215605,27.54204682,27.18734795,1.074003368,1.076291773,1.061041904
1753,0.12,0.5,0.5,0.25,0.012,95.88205904,95.34938431,75.79621315,27.51815067,27.51802287,27.16977388,1.073067282,1.075352961,1.06035604
1754,0.12,0.5,0.5,0.25,0.013,95.60434058,95.03359985,75.79621315,27.4942149,27.49406742,27.15219981,1.072133909,1.074416827,1.059670176
1755,0.12,0.5,0.5,0.25,0.014,95.32798743,94.720047,75.79621315,27.47034839,27.4701802,27.13462574,1.071203237,1.073483359,1.058984312
1756,0.12,0.5,0.5,0.25,0.015,95.05298804,94.40869904,75.79621315,27.4465508,27.44636091,27.11705167,1.070275252,1.072552546,1.058298448
1757,0.12,0.5,0.5,0.25,0.02,93.69800472,92.88409424,75.79621315,27.32858487,27.32827402,27.02918131,1.065675184,1.067937931,1.054869127
1758,0.12,0.5,0.5,0.25,0.025,92.37553406,91.41061783,75.79621315,27.21229224,27.21184421,26.94131096,1.061140365,1.063388071,1.051439807
1759,0.12,0.5,0.5,0.25,0.03,91.08447838,89.98524475,75.79621315,27.09763295,27.09703687,26.8534406,1.056669239,1.058901614,1.048010487
1760,0.12,0.5,0.5,0.25,0.035,89.82380676,88.60523224,75.79621315,26.98456838,26.98381765,26.76557025,1.052260298,1.054477219,1.044581166
1761,0.12,0.5,0.5,0.25,0.04,88.59250641,87.26807028,75.79621315,26.87306119,26.87215258,26.67769989,1.047912088,1.050113556,1.041151846
1762,0.12,0.5,0.5,0.25,0.045,87.38963437,85.97147417,75.79621315,26.76307526,26.76200823,26.58982954,1.043623198,1.045809321,1.037722525
1763,0.12,0.5,0.5,0.25,0.05,86.2142601,84.71334076,75.79621315,26.65457565,26.65335178,26.50195918,1.039392268,1.041563229,1.034293205
1764,0.12,0.5,0.5,0.25,0.06,83.94254309,82.30487067,75.79621315,26.44190113,26.44037457,26.32621847,1.031099048,1.033240478,1.027434564
1765,0.12,0.5,0.5,0.25,0.07,81.77074325,80.02884865,75.79621315,26.23477968,26.23297208,26.15047776,1.02302237,1.025135575,1.020575923
1766,0.12,0.5,0.5,0.25,0.08,79.69276416,77.87340534,75.79621315,26.03296925,26.03090727,25.97473705,1.015152794,1.01723926,1.013717282
1767,0.12,0.5,0.5,0.25,0.09,77.70298362,75.82822609,75.79621315,25.83624238,25.83395504,25.79899634,1.007481451,1.009542734,1.006858641
1768,0.12,0.5,0.5,0.25,0.1,75.79621315,73.88427925,75.79621315,25.64438516,25.64190201,25.62325563,1,1.00203766,1
1769,0.12,0.5,0.5,0.25,0.11,73.96764016,72.03361416,75.79621315,25.45719616,25.45454617,25.44751492,0.992700585,0.994716144,0.993141359
1770,0.12,0.5,0.5,0.25,0.12,72.21281624,70.26916498,75.79621315,25.27448551,25.27169633,25.27177421,0.985575804,0.987570714,0.986282718
1771,0.12,0.5,0.5,0.5,0,99.32467604,99.32467604,60.38936713,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1772,0.12,0.5,0.5,0.5,0.001,98.73643458,98.17666626,60.38936713,27.76139413,27.76125986,27.34551459,1.082552534,1.084858209,1.067214681
1773,0.12,0.5,0.5,0.5,0.002,98.15408993,97.11290753,60.38936713,27.71217175,27.71170118,27.31036645,1.080633112,1.082921548,1.065842953
1774,0.12,0.5,0.5,0.5,0.003,97.57756424,96.11506462,60.38936713,27.66323907,27.66229893,27.27521831,1.078724988,1.080991,1.064471225
1775,0.12,0.5,0.5,0.5,0.004,97.00676727,95.17093706,60.38936713,27.61459323,27.6130936,27.24007016,1.076828048,1.079068148,1.063099497
1776,0.12,0.5,0.5,0.5,0.005,96.4416275,94.27189827,60.38936713,27.56623136,27.56411136,27.20492202,1.074942183,1.077154014,1.061727768
1777,0.12,0.5,0.5,0.5,0.006,95.88205922,93.41155291,60.38936713,27.51815067,27.51536959,27.16977388,1.073067282,1.075249276,1.06035604
1778,0.12,0.5,0.5,0.5,0.007,95.32798719,92.58499146,60.38936713,27.47034839,27.46688,27.13462574,1.071203237,1.073354394,1.058984312
1779,0.12,0.5,0.5,0.5,0.008,94.77933882,91.78835392,60.38936713,27.42282178,27.41865051,27.0994776,1.069349942,1.071469675,1.057612584
1780,0.12,0.5,0.5,0.5,0.009,94.23603582,91.01851851,60.38936713,27.37556816,27.37068637,27.06432945,1.067507292,1.069595326,1.056240856
1781,0.12,0.5,0.5,0.5,0.01,93.69800186,90.27291679,60.38936713,27.32858487,27.32299091,27.02918131,1.065675184,1.067731477,1.054869127
1782,0.12,0.5,0.5,0.5,0.011,93.16517735,89.54940796,60.38936713,27.28186929,27.27556612,26.99403317,1.063853515,1.065878204,1.053497399
1783,0.12,0.5,0.5,0.5,0.012,92.63747883,88.84617615,60.38936713,27.23541884,27.2284129,26.95888503,1.062042184,1.064035544,1.052125671
1784,0.12,0.5,0.5,0.5,0.013,92.11484337,88.16167402,60.38936713,27.18923097,27.18153146,26.92373689,1.060241094,1.062203505,1.050753943
1785,0.12,0.5,0.5,0.5,0.014,91.59719847,87.49454594,60.38936713,27.14330316,27.1349213,26.88858874,1.058450144,1.060382067,1.049382215
1786,0.12,0.5,0.5,0.5,0.015,91.08448412,86.8436203,60.38936713,27.09763295,27.08858157,26.8534406,1.056669239,1.058571197,1.048010487
1787,0.12,0.5,0.5,0.5,0.02,88.59250653,83.79959118,60.38936713,26.87306119,26.86088757,26.67769989,1.047912088,1.049673341,1.041151846
1788,0.12,0.5,0.5,0.5,0.025,86.2142601,81.04418612,60.38936713,26.65457565,26.63968836,26.50195918,1.039392268,1.041029288,1.034293205
1789,0.12,0.5,0.5,0.5,0.03,83.94254303,78.518116,60.38936713,26.44190113,26.42470429,26.32621847,1.031099048,1.032628112,1.027434564
1790,0.12,0.5,0.5,0.5,0.035,81.77074337,76.18138123,60.38936713,26.23477968,26.21564647,26.15047776,1.02302237,1.024458523,1.020575923
1791,0.12,0.5,0.5,0.5,0.04,79.69276446,74.00516319,60.38936713,26.03296925,26.0122339,25.97473705,1.015152794,1.01650954,1.013717282
1792,0.12,0.5,0.5,0.5,0.045,77.7029829,71.9677372,60.38936713,25.83624238,25.81419979,25.79899634,1.007481451,1.008770736,1.006858641
1793,0.12,0.5,0.5,0.5,0.05,75.79621315,70.05211639,60.38936713,25.64438516,25.62129319,25.62325563,1,1.001232306,1
1794,0.12,0.5,0.5,0.5,0.06,72.2128163,66.53421974,60.38936713,25.27448551,25.2499382,25.27177421,0.985575804,0.986720447,0.986282718
1795,0.12,0.5,0.5,0.5,0.07,68.90818286,63.36831281,60.38936713,24.92179266,24.89646666,24.92029279,0.971822584,0.972907439,0.972565436
1796,0.12,0.5,0.5,0.5,0.08,65.85264754,60.49498749,60.38936713,24.58498874,24.55938774,24.56881137,0.958688952,0.959735024,0.958848154
1797,0.12,0.5,0.5,0.5,0.09,63.02050304,57.86972618,60.38936713,24.26289404,24.2373902,24.21732995,0.946128905,0.947151961,0.945130873
1798,0.12,0.5,0.5,0.5,0.1,60.38936713,55.45796579,60.38936713,23.95444885,23.92931446,23.86584853,0.934101118,0.935112936,0.931413591
