scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
784,0.08,0.5,0,0.25,0.003,130.7400532,130.5527925,120.1995356,32.58695826,32.58353145,30.13979188,1.106559946,1.115730428,1.059950008
785,0.08,0.5,0,0.25,0.004,130.7400532,130.4093184,120.1995356,32.55427324,32.54829099,30.12221781,1.105450057,1.114523718,1.059331966
786,0.08,0.5,0,0.25,0.005,130.7400532,130.2278024,120.1995356,32.52158823,32.51242608,30.10464374,1.104340167,1.113295626,1.058713925
787,0.08,0.5,0,0.25,0.006,130.7400532,130.0104055,120.1995356,32.48890322,32.47599284,30.08706967,1.103230277,1.112048073,1.058095884
788,0.08,0.5,0,0.25,0.007,130.7400532,129.759583,120.1995356,32.4562182,32.43904923,30.06949559,1.102120388,1.110783044,1.057477843
789,0.08,0.5,0,0.25,0.008,130.7400532,129.4779987,120.1995356,32.42353319,32.40165381,30.05192152,1.101010498,1.109502545,1.056859801
790,0.08,0.5,0,0.25,0.009,130.7400532,129.1684071,120.1995356,32.39084818,32.36386397,30.03434745,1.099900609,1.108208539,1.05624176
791,0.08,0.5,0,0.25,0.01,130.7400532,128.8335819,120.1995356,32.35816316,32.32573506,30.01677338,1.098790719,1.106902923,1.055623719
792,0.08,0.5,0,0.25,0.011,130.7400532,128.4762416,120.1995356,32.32547815,32.28731949,29.99919931,1.097680829,1.105587491,1.055005677
793,0.08,0.5,0,0.25,0.012,130.7400532,128.0989881,120.1995356,32.29279314,32.248666,29.98162524,1.09657094,1.104263912,1.054387636
794,0.08,0.5,0,0.25,0.013,130.7400532,127.7042885,120.1995356,32.26010812,32.2098197,29.96405117,1.09546105,1.102933731,1.053769595
795,0.08,0.5,0,0.25,0.014,130.7400532,127.294425,120.1995356,32.22742311,32.1708215,29.9464771,1.09435116,1.101598348,1.053151553
796,0.08,0.5,0,0.25,0.015,130.7400532,126.8715076,120.1995356,32.1947381,32.13170857,29.92890303,1.093241271,1.100259037,1.052533512
797,0.08,0.5,0,0.25,0.02,130.7400532,124.6220594,120.1995356,32.03131303,31.93546944,29.84103267,1.087691823,1.093539386,1.049443305
798,0.08,0.5,0,0.25,0.025,130.7400532,122.2636037,120.1995356,31.86788796,31.74003902,29.75316232,1.082142375,1.086847427,1.046353099
799,0.08,0.5,0,0.25,0.03,130.7400532,119.894455,120.1995356,31.7044629,31.54701096,29.66529196,1.076592927,1.080237729,1.043262892
800,0.08,0.5,0,0.25,0.035,130.7400532,117.5653458,120.1995356,31.54103783,31.35717509,29.57742161,1.071043479,1.07373734,1.040172686
801,0.08,0.5,0,0.25,0.04,130.7400532,115.3010979,120.1995356,31.37761277,31.17089256,29.48955125,1.06549403,1.067358624,1.037082479
802,0.08,0.5,0,0.25,0.045,130.7400532,113.1127009,120.1995356,31.2141877,30.98829643,29.4016809,1.059944582,1.061106138,1.033992272
803,0.08,0.5,0,0.25,0.05,130.7400532,111.0038375,120.1995356,31.05076263,30.8093985,29.31381054,1.054395134,1.054980287,1.030902066
804,0.08,0.5,0,0.25,0.06,130.7400532,107.0218458,120.1995356,30.7239125,30.46244835,29.13806983,1.043296238,1.043099965,1.024721653
805,0.08,0.5,0,0.25,0.07,130.7400532,103.3350145,120.1995356,30.39706237,30.12929776,28.96232912,1.032197342,1.03169217,1.01854124
806,0.08,0.5,0,0.25,0.08,128.8763499,99.91432142,120.1995356,30.07114788,29.80904907,28.78658841,1.021130218,1.020726164,1.012360826
807,0.08,0.5,0,0.25,0.09,124.4094639,96.73101759,120.1995356,29.75459642,29.50081455,28.6108477,1.010381035,1.010171549,1.006180413
808,0.08,0.5,0,0.25,0.1,120.1995356,93.75919437,120.1995356,29.4488865,29.20376701,28.43510699,1,1,1
809,0.08,0.5,0,0.25,0.11,116.2261849,90.97625732,120.1995356,29.15340165,28.91715235,28.25936628,0.989966179,0.990185696,0.993819587
810,0.08,0.5,0,0.25,0.12,112.4710693,88.36270899,120.1995356,28.86757376,28.64028821,28.08362557,0.980260281,0.98070527,0.987639174
811,0.08,0.5,0,0.5,0,177.2621843,177.2621843,58.41594917,33.08894108,33.08894108,30.19251409,1.123605848,1.133036744,1.061804132
812,0.08,0.5,0,0.5,0.001,58.41594917,58.41460453,58.41594917,29.17876661,29.17864089,30.15736595,0.990827501,0.999139627,1.060568049
813,0.08,0.5,0,0.5,0.002,58.41594917,58.410561,58.41594917,29.14955864,29.14905751,30.12221781,0.989835682,0.998126629,1.059331966
814,0.08,0.5,0,0.5,0.003,58.41594917,58.40380603,58.41594917,29.12035066,29.11922727,30.08706967,0.988843862,0.997105177,1.058095884
815,0.08,0.5,0,0.5,0.004,58.41594917,58.39432931,58.41594917,29.09114269,29.08915318,30.05192152,0.987852043,0.996075375,1.056859801
816,0.08,0.5,0,0.5,0.005,58.41594917,58.38212301,58.41594917,29.06193471,29.05883843,30.01677338,0.986860224,0.995037333,1.055623719
817,0.08,0.5,0,0.5,0.006,58.41594917,58.36718172,58.41594917,29.03272674,29.02828642,29.98162524,0.985868404,0.993991166,1.054387636
818,0.08,0.5,0,0.5,0.007,58.41594917,58.34950262,58.41594917,29.00351877,28.99750075,29.9464771,0.984876585,0.992936998,1.053151553
819,0.08,0.5,0,0.5,0.008,58.41594917,58.3290849,58.41594917,28.97431079,28.96648513,29.91132896,0.983884766,0.991874957,1.051915471
820,0.08,0.5,0,0.5,0.009,58.41594917,58.30593055,58.41594917,28.94510282,28.93524352,29.87618081,0.982892946,0.990805176,1.050679388
821,0.08,0.5,0,0.5,0.01,58.41594917,58.28004411,58.41594917,28.91589484,28.90378001,29.84103267,0.981901127,0.989727798,1.049443305
822,0.08,0.5,0,0.5,0.011,58.41594917,58.25143239,58.41594917,28.88668687,28.87209887,29.80588453,0.980909308,0.988642967,1.048207223
823,0.08,0.5,0,0.5,0.012,58.41594917,58.22010398,58.41594917,28.85747889,28.84020445,29.77073639,0.979917488,0.987550834,1.04697114
824,0.08,0.5,0,0.5,0.013,58.41594917,58.1860714,58.41594917,28.82827092,28.8081014,29.73558825,0.978925669,0.986451556,1.045735057
825,0.08,0.5,0,0.5,0.014,58.41594917,58.14934778,58.41594917,28.79906294,28.77579433,29.7004401,0.97793385,0.985345292,1.044498975
826,0.08,0.5,0,0.5,0.015,58.41594917,58.10994959,58.41594917,28.76985497,28.7432881,29.66529196,0.97694203,0.984232208,1.043262892
827,0.08,0.5,0,0.5,0.02,58.41594917,57.87355769,58.41594917,28.6238151,28.57794589,29.48955125,0.971982934,0.978570534,1.037082479
828,0.08,0.5,0,0.5,0.025,58.41594917,57.57393545,58.41594917,28.47777522,28.40840587,29.31381054,0.967023837,0.972765118,1.030902066
829,0.08,0.5,0,0.5,0.03,58.41594917,57.21527767,58.41594917,28.33173535,28.23536164,29.13806983,0.962064741,0.96683971,1.024721653
830,0.08,0.5,0,0.5,0.035,58.41594917,56.80263233,58.41594917,28.18569548,28.05951999,28.96232912,0.957105644,0.960818513,1.01854124
831,0.08,0.5,0,0.5,0.04,58.41594917,56.34160376,58.41594917,28.0396556,27.88157567,28.78658841,0.952146547,0.954725316,1.012360826
832,0.08,0.5,0,0.5,0.045,58.41594917,55.83807713,58.41594917,27.89361573,27.70219129,28.6108477,0.947187451,0.948582807,1.006180413
833,0.08,0.5,0,0.5,0.05,58.41594917,55.29796696,58.41594917,27.74757586,27.52198182,28.43510699,0.942228354,0.942412046,1
834,0.08,0.5,0,0.5,0.06,58.41594917,54.13068175,58.41594917,27.45549611,27.1612571,28.08362557,0.932310161,0.930060053,0.987639174
835,0.08,0.5,0,0.5,0.07,58.41594917,52.88147354,58.41594917,27.16341637,26.80311703,27.73214415,0.922391968,0.917796565,0.975278347
836,0.08,0.5,0,0.5,0.08,58.41594917,51.58494425,58.41594917,26.87133662,26.45031322,27.38066273,0.912473775,0.905715801,0.962917521
837,0.08,0.5,0,0.5,0.09,58.41594917,50.26817417,58.41594917,26.57925688,26.10476182,27.02918131,0.902555581,0.893883375,0.950556695
838,0.08,0.5,0,0.5,0.1,58.41594917,48.9514513,58.41594917,26.28717713,25.76771303,26.67769989,0.892637388,0.882342097,0.938195868
839,0.08,0.5,0,0.5,0.11,58.41594917,47.6494596,58.41594917,25.99509738,25.43991572,26.32621847,0.882719195,0.87111761,0.925835042
840,0.08,0.5,0,0.5,0.12,58.41594917,46.37246227,58.41594917,25.70301764,25.12175323,25.97473705,0.872801002,0.86022304,0.913474216
841,0.08,0.5,0.25,0.125,0,177.2621843,177.2621843,144.0595927,33.08894108,33.08894108,30.19251409,1.123605848,1.133036744,1.061804132
842,0.08,0.5,0.25,0.125,0.001,176.8672638,176.7446978,144.0595927,33.06680801,33.06680563,30.18372706,1.122854272,1.132278778,1.061495111
843,0.08,0.5,0.25,0.125,0.002,176.4738216,176.2312479,144.0595927,33.04472421,33.04471483,30.17494002,1.122104369,1.131522342,1.06118609
844,0.08,0.5,0.25,0.125,0.003,176.0818805,175.7217722,144.0595927,33.02268949,33.02266875,30.16615298,1.121356133,1.130767436,1.06087707
845,0.08,0.5,0.25,0.125,0.004,175.6914064,175.2162137,144.0595927,33.00070367,33.00066741,30.15736595,1.120609558,1.130014063,1.060568049
846,0.08,0.5,0.25,0.125,0.005,175.302412,174.7145078,144.0595927,32.97876658,32.97871083,30.14857891,1.119864637,1.129262222,1.060259028
847,0.08,0.5,0.25,0.125,0.006,174.9148788,174.2165737,144.0595927,32.95687801,32.95679904,30.13979188,1.119121364,1.128511915,1.059950008
848,0.08,0.5,0.25,0.125,0.007,174.5287948,173.7223663,144.0595927,32.9350378,32.93493205,30.13100484,1.118379732,1.127763142,1.059640987
849,0.08,0.5,0.25,0.125,0.008,174.1441574,173.2318192,144.0595927,32.91324575,32.91310984,30.12221781,1.117639737,1.127015903,1.059331966
850,0.08,0.5,0.25,0.125,0.009,173.7609634,172.7448888,144.0595927,32.8915017,32.89133243,30.11343077,1.116901371,1.126270197,1.059022946
851,0.08,0.5,0.25,0.125,0.01,173.3791943,172.261507,144.0595927,32.86980545,32.8695998,30.10464374,1.116164628,1.125526025,1.058713925
852,0.08,0.5,0.25,0.125,0.011,172.998848,171.7816238,144.0595927,32.84815684,32.84791194,30.0958567,1.115429503,1.124783386,1.058404905
853,0.08,0.5,0.25,0.125,0.012,172.6199189,171.3051891,144.0595927,32.82655568,32.82626881,30.08706967,1.11469599,1.124042278,1.058095884
854,0.08,0.5,0.25,0.125,0.013,172.2424124,170.8321419,144.0595927,32.8050018,32.80467038,30.07828263,1.113964082,1.123302702,1.057786863
855,0.08,0.5,0.25,0.125,0.014,171.8662872,170.3624496,144.0595927,32.78349502,32.78311664,30.06949559,1.113233773,1.122564655,1.057477843
856,0.08,0.5,0.25,0.125,0.015,171.4915657,169.8960342,144.0595927,32.76203517,32.76160752,30.06070856,1.112505058,1.121828136,1.057168822
857,0.08,0.5,0.25,0.125,0.02,169.6386147,167.6117859,144.0595927,32.65543377,32.65472975,30.01677338,1.108885179,1.118168411,1.055623719
858,0.08,0.5,0.25,0.125,0.025,167.8194418,165.4031678,144.0595927,32.54997986,32.54895936,29.9728382,1.105304266,1.114546604,1.054078615
859,0.08,0.5,0.25,0.125,0.03,166.0331917,163.2652473,144.0595927,32.4456526,32.44428707,29.92890303,1.10176161,1.1109624,1.052533512
860,0.08,0.5,0.25,0.125,0.035,164.2790145,161.1935587,144.0595927,32.34243169,32.34070189,29.88496785,1.098256523,1.107415419,1.050988409
861,0.08,0.5,0.25,0.125,0.04,162.556118,159.1841164,144.0595927,32.24029732,32.23819157,29.84103267,1.094788332,1.103905245,1.049443305
862,0.08,0.5,0.25,0.125,0.045,160.8637142,157.2333012,144.0595927,32.13923018,32.13674289,29.79709749,1.091356381,1.100431423,1.047898202
863,0.08,0.5,0.25,0.125,0.05,159.2010536,155.3378448,144.0595927,32.03921147,32.03634197,29.75316232,1.087960031,1.096993479,1.046353099
864,0.08,0.5,0.25,0.125,0.06,155.962024,151.7013168,144.0595927,31.84224634,31.83862544,29.66529196,1.081271659,1.090223238,1.043262892
865,0.08,0.5,0.25,0.125,0.07,152.8334513,148.2535362,144.0595927,31.6492604,31.64492334,29.57742161,1.074718408,1.08359046,1.040172686
866,0.08,0.5,0.25,0.125,0.08,149.8100891,144.9767284,144.0595927,31.46011888,31.45511496,29.48955125,1.068295702,1.077091012,1.037082479
867,0.08,0.5,0.25,0.125,0.09,146.8870086,141.8556862,144.0595927,31.27469339,31.26907997,29.4016809,1.061999183,1.070720772,1.033992272
868,0.08,0.5,0.25,0.125,0.1,144.0595927,138.8772731,144.0595927,31.0928615,31.08669986,29.31381054,1.055824691,1.064475684,1.030902066
869,0.08,0.5,0.25,0.125,0.11,141.3234601,136.030041,144.0595927,30.91450638,30.90785896,29.22594019,1.049768262,1.058351786,1.027811859
870,0.08,0.5,0.25,0.125,0.12,138.6745072,133.3039322,144.0595927,30.73951653,30.73244496,29.13806983,1.043826106,1.052345232,1.024721653
871,0.08,0.5,0.25,0.2,0,177.2621843,177.2621843,128.8763466,33.08894108,33.08894108,30.19251409,1.123605848,1.133036744,1.061804132
872,0.08,0.5,0.25,0.2,0.001,176.6310236,176.0549755,128.8763466,33.05355183,33.053499,30.17845483,1.12240413,1.13182313,1.061309699
873,0.08,0.5,0.25,0.2,0.002,176.0036621,174.8894739,128.8763466,33.01828842,33.01808922,30.16439558,1.121206686,1.130610623,1.060815266
874,0.08,0.5,0.25,0.2,0.003,175.3800926,173.7616959,128.8763466,32.98315011,32.98272659,30.15033632,1.120013489,1.12939973,1.060320833
875,0.08,0.5,0.25,0.2,0.004,174.7602711,172.6682701,128.8763466,32.94813613,32.94742308,30.13627706,1.118824514,1.128190862,1.0598264
876,0.08,0.5,0.25,0.2,0.005,174.1441574,171.6063309,128.8763466,32.91324575,32.91218851,30.12221781,1.117639737,1.126984354,1.059331966
877,0.08,0.5,0.25,0.2,0.006,173.5317268,170.5734106,128.8763466,32.87847822,32.87703092,30.10815855,1.116459131,1.125780483,1.058837533
878,0.08,0.5,0.25,0.2,0.007,172.9229507,169.5673676,128.8763466,32.84383282,32.84195701,30.09409929,1.115282672,1.124579476,1.0583431
879,0.08,0.5,0.25,0.2,0.008,172.3177948,168.5863075,128.8763466,32.8093088,32.80697229,30.08004004,1.114110335,1.123381524,1.057848667
880,0.08,0.5,0.25,0.2,0.009,171.716238,167.6285639,128.8763466,32.77490546,32.77208139,30.06598078,1.112942096,1.122186784,1.057354234
881,0.08,0.5,0.25,0.2,0.01,171.1182327,166.6926785,128.8763466,32.74062207,32.73728818,30.05192152,1.11177793,1.12099539,1.056859801
882,0.08,0.5,0.25,0.2,0.011,170.5237619,165.7773287,128.8763466,32.70645793,32.7025959,30.03786227,1.110617813,1.119807451,1.056365368
883,0.08,0.5,0.25,0.2,0.012,169.9327965,164.8813305,128.8763466,32.67241233,32.66800724,30.02380301,1.109461722,1.118623061,1.055870935
884,0.08,0.5,0.25,0.2,0.013,169.3453016,164.0036087,128.8763466,32.63848458,32.63352445,30.00974375,1.108309633,1.117442296,1.055376502
885,0.08,0.5,0.25,0.2,0.014,168.7612553,163.1432109,128.8763466,32.60467398,32.59914943,29.9956845,1.107161522,1.116265221,1.054882069
886,0.08,0.5,0.25,0.2,0.015,168.1806211,162.2992401,128.8763466,32.57097985,32.56488371,29.98162524,1.106017365,1.115091889,1.054387636
887,0.08,0.5,0.25,0.2,0.02,165.3277225,158.3000336,128.8763466,32.4042326,32.39523212,29.91132896,1.100355105,1.109282652,1.051915471
888,0.08,0.5,0.25,0.2,0.025,162.556118,154.6147346,128.8763466,32.24029732,32.22842499,29.84103267,1.094788332,1.103570816,1.049443305
889,0.08,0.5,0.25,0.2,0.03,159.8625946,151.1881752,128.8763466,32.07909433,32.06447433,29.77073639,1.089314339,1.097956792,1.04697114
890,0.08,0.5,0.25,0.2,0.035,157.2440701,147.9803009,128.8763466,31.92054712,31.90335087,29.7004401,1.083930529,1.092439577,1.044498975
891,0.08,0.5,0.25,0.2,0.04,154.6976407,144.9608307,128.8763466,31.76458216,31.74500334,29.63014382,1.078634405,1.087017416,1.04202681
892,0.08,0.5,0.25,0.2,0.045,152.2205277,142.1061783,128.8763466,31.61112874,31.58936893,29.55984754,1.073423565,1.081688158,1.039554644
893,0.08,0.5,0.25,0.2,0.05,149.8100891,139.3974514,128.8763466,31.46011888,31.43637884,29.48955125,1.068295702,1.076449447,1.037082479
894,0.08,0.5,0.25,0.2,0.06,145.1793671,134.3587971,128.8763466,31.16517062,31.13804666,29.34895868,1.058280103,1.066233909,1.032138149
895,0.08,0.5,0.25,0.2,0.07,140.7868196,129.7495584,128.8763466,30.87924267,30.84943894,29.20836612,1.048570807,1.056351358,1.027193818
896,0.08,0.5,0.25,0.2,0.08,136.6155205,125.5007093,128.8763466,30.60187588,30.57000934,29.06777355,1.039152223,1.046783086,1.022249487
897,0.08,0.5,0.25,0.2,0.09,132.6500425,121.5601501,128.8763466,30.33264341,30.29924514,28.92718098,1.030009858,1.037511535,1.017305157
898,0.08,0.5,0.25,0.2,0.1,128.8763466,117.8872529,128.8763466,30.07114788,30.03667001,28.78658841,1.021130218,1.028520396,1.012360826
899,0.08,0.5,0.25,0.2,0.11,125.2815933,114.4495811,128.8763466,29.81701875,29.78184363,28.64599584,1.012500719,1.019794591,1.007416496
900,0.08,0.5,0.25,0.2,0.12,121.8540269,111.2206459,128.8763466,29.56991007,29.53435901,28.50540328,1.004109615,1.011320184,1.002472165
901,0.08,0.5,0.25,0.25,0,177.2621843,177.2621843,120.1995375,33.08894108,33.08894108,30.19251409,1.123605848,1.133036744,1.061804132
902,0.08,0.5,0.25,0.25,0.001,176.4149411,172.9427049,120.1995375,33.04472365,33.04271686,30.17494002,1.122104351,1.131453927,1.06118609
903,0.08,0.5,0.25,0.25,0.002,175.6914082,170.5736231,120.1995375,33.00070367,32.99643267,30.15736595,1.120609558,1.129869056,1.060568049
904,0.08,0.5,0.25,0.25,0.003,174.9148788,168.5939256,120.1995375,32.95687801,32.95028672,30.13979188,1.119121364,1.128288919,1.059950008
905,0.08,0.5,0.25,0.25,0.004,174.1441574,166.8366351,120.1995375,32.91324575,32.9043397,30.12221781,1.117639737,1.126715594,1.059331966
906,0.08,0.5,0.25,0.25,0.005,173.3791943,165.2312775,120.1995375,32.86980545,32.85861696,30.10464374,1.116164628,1.125149949,1.058713925
907,0.08,0.5,0.25,0.25,0.006,172.6199188,163.7395935,120.1995375,32.82655568,32.81313062,30.08706967,1.11469599,1.123592398,1.058095884
908,0.08,0.5,0.25,0.25,0.007,171.8662872,162.3377839,120.1995375,32.78349502,32.76788638,30.06949559,1.113233773,1.122043138,1.057477843
909,0.08,0.5,0.25,0.25,0.008,171.1182327,161.0098229,120.1995375,32.74062207,32.72288682,30.05192152,1.11177793,1.120502256,1.056859801
910,0.08,0.5,0.25,0.25,0.009,170.3757,159.7441788,120.1995375,32.69793544,32.67813236,30.03434745,1.110328414,1.118969767,1.05624176
911,0.08,0.5,0.25,0.25,0.01,169.6386147,158.5322265,120.1995375,32.65543377,32.6336223,30.01677338,1.108885179,1.117445646,1.055623719
912,0.08,0.5,0.25,0.25,0.011,168.9069443,157.3673134,120.1995375,32.61311568,32.58935527,29.99919931,1.107448178,1.115929848,1.055005677
913,0.08,0.5,0.25,0.25,0.012,168.1806173,156.2441216,120.1995375,32.57097985,32.54532928,29.98162524,1.106017365,1.114422303,1.054387636
914,0.08,0.5,0.25,0.25,0.013,167.4595871,155.1583595,120.1995375,32.52902493,32.50154217,29.96405117,1.104592696,1.112922938,1.053769595
915,0.08,0.5,0.25,0.25,0.014,166.7437934,154.1064568,120.1995375,32.48724962,32.45799148,29.9464771,1.103174126,1.111431668,1.053151553
916,0.08,0.5,0.25,0.25,0.015,166.0331917,153.085434,120.1995375,32.4456526,32.41467468,29.92890303,1.10176161,1.109948407,1.052533512
917,0.08,0.5,0.25,0.25,0.02,162.556119,148.3658562,120.1995375,32.24029732,32.20150718,29.84103267,1.094788332,1.102649092,1.049443305
918,0.08,0.5,0.25,0.25,0.025,159.2010481,144.1496105,120.1995375,32.03921147,31.99379474,29.75316232,1.087960031,1.09553657,1.046353099
919,0.08,0.5,0.25,0.25,0.03,155.9620233,140.3136215,120.1995375,31.84224634,31.79122878,29.66529196,1.081271659,1.088600275,1.043262892
920,0.08,0.5,0.25,0.25,0.035,152.8334498,136.7805824,120.1995375,31.6492604,31.5935284,29.57742161,1.074718408,1.081830587,1.040172686
921,0.08,0.5,0.25,0.25,0.04,149.8100891,133.4976425,120.1995375,31.46011888,31.40043945,29.48955125,1.068295702,1.075218805,1.037082479
922,0.08,0.5,0.25,0.25,0.045,146.8870173,130.426548,120.1995375,31.27469339,31.21173195,29.4016809,1.061999183,1.068757052,1.033992272
923,0.08,0.5,0.25,0.25,0.05,144.0595912,127.538353,120.1995375,31.0928615,31.02719646,29.31381054,1.055824691,1.062438159,1.030902066
924,0.08,0.5,0.25,0.25,0.06,138.6745071,122.2248244,120.1995375,30.73951653,30.66989249,29.13806983,1.043826106,1.0502033,1.024721653
925,0.08,0.5,0.25,0.25,0.07,133.6229057,117.4234028,120.1995375,30.39921115,30.32717436,28.96232912,1.032270308,1.038467892,1.01854124
926,0.08,0.5,0.25,0.25,0.08,128.8763465,113.0421371,120.1995375,30.07114788,29.99788381,28.78658841,1.021130218,1.027192273,1.012360826
927,0.08,0.5,0.25,0.25,0.09,124.4094639,109.0140991,120.1995375,29.75459642,29.68101591,28.6108477,1.010381035,1.016342032,1.006180413
928,0.08,0.5,0.25,0.25,0.1,120.1995375,105.2885285,120.1995375,29.4488865,29.37568903,28.43510699,1,1.005886981,1
929,0.08,0.5,0.25,0.25,0.11,116.2261846,101.8256988,120.1995375,29.15340165,29.0811225,28.25936628,0.989966179,0.995800387,0.993819587
930,0.08,0.5,0.25,0.25,0.12,112.4710693,98.59373093,120.1995375,28.86757376,28.7966196,28.08362557,0.980260281,0.986058394,0.987639174
931,0.08,0.5,0.25,0.5,0,177.2621843,177.2621843,79.48990504,33.08894108,33.08894108,30.19251409,1.123605848,1.133036744,1.061804132
932,0.08,0.5,0.25,0.5,0.001,82.59545583,82.59234935,79.48990504,30.94232264,30.94214856,30.15736595,1.050712822,1.059525935,1.060568049
933,0.08,0.5,0.25,0.5,0.002,82.56305975,82.5505773,79.48990504,30.89922511,30.89853131,30.12221781,1.049249353,1.058032387,1.059331966
934,0.08,0.5,0.25,0.5,0.003,82.53068525,82.50248069,79.48990504,30.85615995,30.85460506,30.08706967,1.047786983,1.056528257,1.058095884
